TotalVolumne,4046,4225,4770,TotalBags,SmallBags,LargeBags,type_encoder
-0.019434587078749944,-0.07049217395582472,0.41441844893629043,0.008937409304515791,-0.3004286968706955,-0.23108900988653625,-0.11051521839777406,0
-0.00398679335022427,-0.07222083593206007,0.44363112616686307,0.02409576802457627,-0.2785105747467258,-0.2005744937925722,-0.11688136763313302,0
-0.06487356514515615,-0.07182007755015085,0.2640847625186415,0.041610207226167706,-0.2730833410521036,-0.1940286936291943,-0.11474592476045326,0
-0.06475111289057892,-0.07357660653051895,0.269059148054105,0.033620996184783335,-0.27721921424086143,-0.19959609011253196,-0.11424505222863165,0
0.008917220025380708,-0.07316831407257385,0.48846044731018234,0.029464620352306906,-0.2887366285906592,-0.2142732634887701,-0.11588829766347758,0
-0.0763843850420058,-0.07384629014380373,0.22401134580016258,0.08906817097039764,-0.2639375681266228,-0.1813221184458601,-0.11730599065464087,0
-0.0014679582911843285,-0.07258628400580105,0.42723403729179077,0.12519100108594328,-0.25120590212965205,-0.1652575375908906,-0.11490161986833948,0
-0.025489589295990968,-0.06901576736879111,0.3599801030013435,0.3288309932697143,-0.2692314933772006,-0.18958456669141147,-0.1124894871558385,0
0.039511047602609206,-0.07237296980478483,0.44587877776666657,0.6523107527605063,-0.14486937995867913,-0.02575208182560806,-0.1159366955562516,0
0.0044426786640342966,-0.07058294595625715,0.29578870865706947,0.9126680569303363,-0.09314437910007436,0.041004370203104164,-0.11012529575221741,0
-0.042267111695763304,-0.07244576894913164,0.19351318984595453,0.7171902579035209,-0.12376917940941805,-0.000634378309877545,-0.10489512724536544,0
-0.005987273256932181,-0.07117695792708703,0.3235608100323048,0.8482834728402062,-0.1690545971402737,-0.05840380428199147,-0.11113525932595433,0
-0.04203852941593827,-0.07075423272107316,0.178942007939234,0.6714589119424931,-0.10162512359887765,0.024603839690886555,-0.09078074932722363,0
0.03640236176262168,-0.07251402949345684,0.47663529306904007,-0.015163163778826351,-0.16054367138266973,-0.05029094308796623,-0.0998772702492674,0
-0.02902736735636101,-0.07010258052996869,0.2813125687508968,-0.021533070016112963,-0.1519737076768161,-0.039016005441788064,-0.09995488951126348,0
-0.013990803785932782,-0.072300170660438,0.28747514913238,-0.020227695718051966,-0.09828966874696592,0.02980546850006059,-0.09380013861887025,0
0.005876736940457589,-0.06803134502410133,0.35933987725926864,-0.014522489276710524,-0.1238130794222191,-0.0009615068037881233,-0.10390479677907458,0
0.030917832120825457,-0.06558159027643069,0.49551937090483794,0.00010731297910439911,-0.21687486216200186,-0.12209570962221195,-0.10784328944953334,0
-0.11413500085081693,-0.0701252735300768,0.11161171395713859,0.005165438173308859,-0.2570924775530436,-0.17593710883265568,-0.10406231822253717,0
-0.13690607428803278,-0.07052666731598904,0.04606534270012218,-0.015275281816696618,-0.255125208229398,-0.17749162144785108,-0.08885579162972142,0
-0.13813967000337413,-0.07144800312037829,0.03315593518611114,-0.02207764334291142,-0.24071124454360218,-0.15853059297475097,-0.08897724294555055,0
-0.13979899399633344,-0.07062996585248116,0.008920836467432192,-0.02618596858772916,-0.2141966775448502,-0.1233015999229701,-0.0904871658833209,0
-0.14217308475754656,-0.06974493884826488,0.04427122962473426,-0.014612183707006737,-0.27451595741812296,-0.2049200970327967,-0.08639023860161138,0
-0.09375848610825484,-0.06574634145721557,0.20083278260151222,-0.015294502051760094,-0.3033240162494384,-0.23797672331054534,-0.09917550080404423,0
-0.14457825645472508,-0.05903329816523463,0.03568348174106617,-0.006917682936595647,-0.2837811308094548,-0.2125803455783919,-0.09819521518342346,0
-0.15239838103384432,-0.05915647576982145,0.009416902720470252,-0.013665587130130602,-0.2779054357771669,-0.20342385379232372,-0.10348976201934273,0
-0.15841185514075956,-0.07125257100344724,0.008896991047709312,-0.004154774146221141,-0.2891519756945309,-0.2178612406158663,-0.10470701468099854,0
-0.12266787857047878,-0.07276138319463522,0.11258516415431503,-0.0005605901893513491,-0.28944092103740654,-0.21589188484033386,-0.11333873319885417,0
-0.1461697330386867,-0.0685956745507898,0.04072818069366121,-0.005444131581729246,-0.2872829137271083,-0.2157167039909552,-0.10356829444912696,0
-0.1559001270030532,-0.06951900733918855,0.006688198650417166,0.005995111653548853,-0.27845096912589684,-0.20354461676083155,-0.10567862520763154,0
-0.13295341784994735,-0.06615399851115765,0.06828071398757374,-0.003482065918999524,-0.275532091335112,-0.20188934409680914,-0.09767562271194397,0
-0.08647502884877041,-0.06618549639530771,0.210302878950595,-0.0009081561067491881,-0.28781614750328616,-0.21359639450478796,-0.11393366201285923,0
-0.14741948515519301,-0.06993002295714663,0.028092350117610253,-0.0033395158422787545,-0.2734101312336008,-0.2020104797905284,-0.0869901898384515,0
-0.1489266736521386,-0.07017728588632459,0.016843290347265397,-0.007883499748535258,-0.26323715477583415,-0.1827810891651887,-0.10856423541830847,0
-0.15678266449425454,-0.06937204747048843,0.01752278290586399,-0.009268958359360736,-0.29631619286978644,-0.22769509835286517,-0.10314138850814866,0
-0.15754500025596763,-0.05288195201192962,-0.00525550333265218,-0.021637179622706785,-0.28409524297001376,-0.21339624106624258,-0.09671268727929878,0
0.6602892076353636,2.572951051289539,-0.01161767870885274,0.018084639508474516,0.25176733031060294,0.2763525110808099,0.6894713580357397,0
0.5306519503488683,2.206929207733811,-0.056784504254403324,-0.013122615489587439,0.1802742672222163,0.25553344742866196,0.4209657845161444,0
0.7353192977480464,2.8710001885334453,0.013302211550585452,0.014544912884284575,0.20626837307782514,0.15580845651383898,0.912277449595421,0
0.5928595197839042,2.4905904382771733,-0.036142930668660915,-0.0004917176803739011,0.10356438774194324,0.13256406991082548,0.5025596093102935,0
0.5351607233813045,2.1934450270695725,-0.001164349426296861,0.01967511395997706,0.13293803768645795,0.08285557208660893,0.8259986174639687,0
0.5899640415839233,2.3705446492492754,0.004560385570246561,0.0506405143334903,0.157417971548818,0.13206250601795919,0.7644159515801913,0
0.5507483102524613,2.317141212094861,-0.004202296660391221,0.04340249414583674,0.06909190268994492,0.09061695340624251,0.4904783994725542,0
0.5369630623212328,2.1948313878321772,0.03683682558902943,0.04857113569165618,0.08406114477041571,0.11554618220671962,0.46998052213107794,0
0.7384375068626209,2.5580657140266254,0.23043133443044914,0.010859432810863275,0.24272307616472455,0.16273120610772376,1.0630040115460935,0
0.5948524426642607,2.07113556589489,0.24149058194237316,0.019119328829391585,0.1609127531713265,0.06788643062807306,1.017126005283589,0
0.5725708228992871,1.9975738459724421,0.208363927029483,0.017014713089941094,0.19485701888826434,0.1307213164654468,0.9500200440329508,0
0.7734644898292968,2.2446828258376694,0.421108074235751,0.066425132379369,0.44042195859717886,0.1838422378421695,1.9398624221410317,0
0.7374745664013993,2.3342182393082163,0.43288139356165517,0.07358787331302394,0.1865426970672994,-0.14271871981314044,1.9147786161672704,0
0.6229084123230131,2.3007265481686616,0.22289427959929914,0.0794132062235121,0.055995885509145076,-0.07241988737486528,1.026306537642146,0
0.9690425586376089,3.063311836405618,0.36482609012291467,0.186503550938428,0.4395501081274346,0.09113889294400115,2.2735384977841986,0
0.7340393649056103,2.445424560162003,0.2270746330386918,0.0848797614128154,0.3428665743315679,0.24758272170161483,1.2341942070461853,0
0.8641063303456706,2.672944397701907,0.3030938311151885,0.11632406597666023,0.517455884508149,0.2916044267330946,1.913176006698999,0
0.6528796025222084,2.42518249483757,0.10718957747274967,0.13599917993663727,0.2037699514441259,0.2581153149683339,0.523463846317514,0
0.6435969446018561,2.4128751731589375,0.1165957463575612,0.12254501539220491,0.16721987936390012,0.2381874372967483,0.421713212350777,0
0.8477065881942524,3.212731626317454,0.0878504665278243,0.19860429059714066,0.184238797904115,0.232399511729973,0.5251143970946653,0
0.9390966453886231,3.416498428328199,0.12214187848102367,0.6513657578698854,0.2623439219722686,0.2417449751982432,0.8638918845865496,0
0.7071900320406073,2.704484218516163,0.08726852958951638,0.5334400056379356,0.13382398535858883,0.19585032597925786,0.414239847172239,0
0.7817636919755112,2.965763796912899,0.10208047550620226,0.08376979283789975,0.16525734064508232,0.23297065099564224,0.43141379376470773,0
1.0656502331982254,3.970865364881203,0.12756552259377296,0.2878294268205567,0.20387525470759046,0.2327923641028349,0.6184332962891601,0
0.7102849541429455,2.736186067351191,0.06040989121597237,0.10931028186474721,0.17560024042825975,0.244268821846667,0.4398067189059519,0
1.0780857820092598,3.8826144659887754,0.17401286755914208,0.10628149315599462,0.29156288113891776,0.30217975915739254,0.7854745139436157,0
0.7766300310399528,2.92928625159112,0.05867950179784953,0.10115769882532329,0.24219145079418813,0.31976021344730443,0.4776013639074084,0
1.0598480715522947,4.000014977380071,0.007953636351778492,0.0790288015222426,0.32923382272701773,0.3618160414718919,0.7471127917456939,0
0.8491065806277502,3.4286872017742662,-0.07717424031617805,0.04592514999791781,0.2035826194929492,0.27642929247436737,0.4534138321177548,0
1.0509532620188524,4.056787871190537,-0.04515581996721698,0.08868376626912813,0.3079287869887174,0.3055355284777591,0.8530028152962912,0
0.8228043859464801,3.3971937654522315,-0.06466008252281552,0.054108165076192205,0.11345116260763423,0.17570688889372055,0.39048150424303424,0
1.2220002520114306,4.806210765504788,-0.012069382970212657,0.1723110090303071,0.15891085582034223,0.09323323590710446,0.9133248530484739,0
0.8146283467469763,3.4289630578835806,-0.07093964812584513,0.10470062882202381,0.05344126429009279,0.09128512546862427,0.4124952401129041,0
0.8829033081321114,3.6745201088574144,-0.06929703159171642,0.14484689481085686,0.06551348397408273,0.09623292840880504,0.4525709782492565,0
1.2480614746800174,4.808720974404746,-0.0033475980121479986,0.14010590349519975,0.25013356862731,0.07650806173571918,1.4160081965940667,0
0.8083412324789812,3.440544838962756,-0.07265509169684822,0.13723087666695497,0.016727513282828718,0.06153034759732012,0.3446678763095967,0
0.7665752298064471,3.2683761333905443,-0.07486626184254579,0.11023605652030458,0.03404871747153332,0.040986106667743445,0.5037567722806091,0
0.8142758197590939,3.348880277450066,-0.045116553150693274,0.005469758561813874,0.10540251155379268,-0.006581706025413647,1.0229095534700834,0
0.653274676279141,2.8123722781221416,-0.06662199669995697,0.030355157910247905,0.050080926456787404,0.02795016663922995,0.6228813365854282,0
0.6120134308494541,2.6903331359647473,-0.08430157512924082,0.0121760189127113,0.03818941587721544,0.036664979049737055,0.5396191542422579,0
0.8817648740934263,3.4942293970025093,-0.03832536402648732,0.019204218200921927,0.2131730692722333,0.17558215018962398,0.8729349851929844,0
0.6921891689050113,2.9730261015794968,-0.0852783541741849,0.020134797915245167,0.06463330763984167,0.10621277018695272,0.40993152154756374,0
0.7425537883195427,3.2034702498853322,-0.09016632553902879,0.008325565154995176,0.033091432278600806,0.09298885241013442,0.30802884514409334,0
0.959803181868178,3.929508098360177,-0.05351510019695909,0.026073850549858887,0.09189795934007304,0.07228483660658545,0.6677845362340413,0
0.7673859400127039,3.2738827260247776,-0.0729375002717427,0.008405649467759655,0.03487600564380078,0.08772609666628356,0.33598136772444975,0
0.7581060064121962,3.2296811188702015,-0.07908126247298879,0.07258681940346796,0.048650391556892165,0.004532835538106496,0.7081867318546712,0
0.7734868766314974,3.345956511316137,-0.08083339130510399,0.05443490907227129,-0.007603501139555411,-0.10334937087090351,0.8331770294469217,0
1.2541219492266853,4.943018875220543,0.017135821336800052,0.017610540376908807,0.11306769978030122,-0.1964148804328582,1.757530666457247,0
0.8100850103871209,3.4925695402026014,-0.07026416377170137,0.0655506116839809,-0.029629386441499952,-0.16383049699800903,0.9491493385469127,0
0.7678181118989976,3.3003938687870766,-0.07037537446140602,0.052327089960310214,0.002806667844271909,-0.11902495084686275,0.9410221452320314,0
0.6873955504655258,2.920733804482376,-0.06863404740061826,0.15219062629135954,0.06901242852883961,-0.06278195885734873,1.053830327945948,0
0.7761817738217074,3.228370552727958,-0.035597339313121486,-0.016471741449397927,0.06690929623454263,-0.11996372141275277,1.2538218354855177,0
1.159476779923118,0.28870207204337667,2.4799440318786767,2.7499030979815546,0.9950095903551672,1.4434536718092392,-0.012806721645455313,0
1.2681250242967874,0.32765124816493063,2.7549938151367193,3.031535600680396,0.9886419124207991,1.4336140989523316,-0.007376112809095891,0
1.2132286291144365,0.32455492445817974,2.518990533028692,3.8610585224123954,1.052298917836301,1.5245402900423353,-0.03432734690970323,0
1.2834258705818729,0.38563567586516845,2.8840422375074457,4.0963926822158365,0.7466894517825061,1.1274931434091313,-0.05001922218194138,0
1.0386132776100165,0.2939456074203569,2.378394269816563,3.1973725938668225,0.6218328009352974,0.9598063071317864,-0.03631576976848458,0
1.1007271778218761,0.2924900783934228,2.4258248477154054,3.709265114312348,0.7751275773162957,1.151034964730877,0.0007035957807995448,0
1.447333342161709,0.34914950720334825,3.222929674082706,6.055222938709874,0.8516652627808406,1.2291837628473723,0.08286906361035494,0
1.7141668493342865,0.4532606346433337,3.7191496655391156,8.144582616578735,0.9943388852026964,1.3966611275558856,0.15591746424263234,0
1.5039285758196337,0.3922691121127701,3.021494030356918,9.358776119498609,1.118143449536226,1.5698388274064847,0.11695807372734089,0
1.30178726515978,0.4095718892912005,2.505809382839776,7.8323659148351386,1.1011415611733906,1.535935120964861,0.15950438731463837,0
2.127876256938991,0.45818301868278394,4.866396626912525,7.846074747494162,1.0613756239312975,1.4916239326858265,0.13044190928773824,0
1.2938941051190895,0.2365674459110073,2.4657086559824695,9.33864933001464,1.2168117558936005,1.7059159566769062,0.0930381000996266,0
1.3030949623748926,0.24233437264248095,2.571697470510485,6.738732938037166,1.2535174648726575,1.753445875640233,0.09550365312773665,0
1.3951006210951764,0.23295499260979763,2.8668852881776723,9.42330005029295,1.0610679453933038,1.496243116231251,0.11198176586560547,0
1.4258660334431346,0.2811623681434576,2.861599757279443,7.231794433179251,1.2705060129298782,1.7707797100819063,0.11378664199896082,0
1.936912877980723,0.42711811697479074,4.391791727174702,6.740773486326405,1.057344391721328,1.4824921650054508,0.1445466989441041,0
1.6967694138763256,0.5015918231855836,3.352675659899912,10.890723353546614,1.2226438347493769,1.7311068385758168,0.02835431640715959,0
1.486162741249479,0.36136287986153276,2.9154350382831082,6.8182742791611,1.3771775565347486,1.933275602339472,0.023340112082214325,0
1.602749582580898,0.45927654897199355,3.1932438928551243,7.532921059291222,1.3116353104833136,1.8472799445881851,0.018844587060960344,0
1.836850055165108,0.706630340922387,3.8595864158010755,6.874056206374071,1.099690779284833,1.5753083214009498,0.006808122444842389,0
1.6917947821504744,0.43314083920348295,3.589061216015861,6.847029352502315,1.1837776585455113,1.6797730103462305,0.02969484672022091,0
1.6422353295435597,0.41130908383547654,3.438265499115206,7.1378491275614975,1.2014325595987616,1.7058994325258654,0.018881113772487888,0
1.5766689817068082,0.40031459759909876,3.1756367338487026,7.179689977608426,1.3143173741964238,1.84389622087696,0.05626620302094168,0
1.6412666798555333,0.4022074661241164,3.1735838538111367,8.030030015600424,1.5229639169332285,2.118008280711781,0.05544343884378347,0
1.761461870976165,0.4555183158380893,3.5223040273351396,8.087557780831661,1.4583824567222985,2.02356865753697,0.08028297243420399,0
1.8689355544610373,0.5252010758660579,3.6588770723096387,8.946942541107278,1.57401471199179,2.158515932449767,0.14806376468031365,0
1.7883024860176655,0.5120144458192368,3.4339727121440715,8.156564831454556,1.6256326119570956,2.24896515951086,0.06277115376010535,0
1.7896743350426823,0.4516221092635278,3.3886683848050194,8.291569364226659,1.749178033758164,2.417017763462369,0.038383181640944244,0
2.0081081444110307,0.5025124328139693,3.8345514425188156,7.713700183553245,1.9816820573740999,2.716165899991614,0.046598495647385746,0
1.627327519697958,0.489625531912576,2.9476609341643587,6.973094874283645,1.7532473946430442,2.420266684888788,0.04468586571502407,0
1.9942028368887408,0.5364583470436876,3.9997318579155383,7.311346986106974,1.6844900403265137,2.3037458262541426,0.14074244193850913,0
1.8982233194150597,0.49892666648088674,3.611996909198816,7.948130992308704,1.8426589480856808,2.5156483089146553,0.13246548910636485,0
1.6191393276629735,0.4980637878447759,2.894777092201203,7.152488539934844,1.7748031524372125,2.432656692125869,0.11435052310816746,0
1.771587433456415,0.6403671436947092,3.2476179716474567,7.08034218425158,1.7481971901531892,2.350768093479483,0.28761680557470676,0
1.8705305371261902,0.5845095947366038,3.4487472255072893,12.389433996111103,1.6078601080678292,2.180584867977624,0.23375908259511327,0
1.5172432034201537,0.4481282041948828,2.7342194273186173,6.367916942957546,1.6898474502938792,2.307192789009576,0.1614745468176559,0
1.5528288140933852,0.5341158848005281,2.707659298273456,6.717518603585855,1.7586823865295842,2.4043641152590594,0.1412533593160008,0
1.7299498765421162,0.5641608723116625,3.3567632811514936,6.740819935227808,1.5293873213924667,2.1085502542296544,0.12181475660882359,0
1.3756362797057764,0.4078737267071104,2.528690931294756,6.676163064474279,1.434280592797768,1.95986668861604,0.1693629467559258,0
1.3178614392449075,0.4488934121585283,2.506757221289843,6.979298205150383,1.1734245406559058,1.6474610890409467,0.09847738402997382,0
1.6618835506775964,0.5129857969958644,3.3689992423814226,6.7585393902700766,1.2927966228779806,1.8056937503300172,0.09304997128087307,0
1.388979950924813,0.4062486355833685,2.4917172153332436,7.4336229182082905,1.496015269635487,2.0719555960031433,0.09525024906651422,0
1.3038100607994754,0.4233560714168684,2.3003690673139214,6.740363454645051,1.4454687570515579,2.012861131904346,0.06849032361753248,0
1.570010080694117,0.45744141143925093,3.1916968618068933,6.4158201754807465,1.2509350276972182,1.762510428540812,0.0497292914091914,0
1.5219922851526158,0.3799331972540018,2.83230283981965,9.998785921818492,1.4288197718088687,1.9954981006544432,0.05195331155732547,0
1.2554200757877354,0.37313137894559795,2.259651416648913,7.322118326173796,1.3269001207534186,1.845015266203452,0.11312322560084159,0
1.7472471517887493,0.5723920773108759,3.5720329368426547,5.966654493851126,1.335819959992329,1.8562780281593898,0.11477879880082806,0
2.1321758969663183,0.767216203383018,4.3271580716270215,13.368873149651952,1.1811897338684718,1.659298717514668,0.09244819370845657,0
1.38717083671988,0.37262668662319354,2.4275976289908128,6.2952612510451,1.6803752656352877,2.2785809108782957,0.22560358107879816,0
1.303799258279048,0.37490524537804865,2.4748867648273674,6.469385368916396,1.2688870107336476,1.7770054635303911,0.08309415947014352,0
1.333389162148698,0.3886434060994972,2.661561889937695,6.781855137088327,1.0943089593965565,1.5526247619994222,0.06519744057332327,0
1.6124379746401833,0.41157849513275996,3.5587761742544473,6.376319389052795,0.9592990114076643,1.3763903426897715,0.06131465113794405,0
-0.10534132280795125,0.19821836348431232,-0.17723790962490818,0.9144683522812816,-0.15310820132659408,-0.03531732892689307,-0.12063037798754257,0
-0.11814714222046423,0.1541573621584057,-0.18013095007760974,1.154631596144421,-0.16848455925853636,-0.05544250247706965,-0.12036829883233237,0
-0.11588003431505896,0.16795824633215312,-0.17714422633773486,1.0048098638246346,-0.1691244208675305,-0.05615664398219617,-0.12068745097430437,0
-0.028620567179228097,0.24459132766123315,-0.11232836732653036,0.6248610537173537,0.03167395384803005,0.20340496904827723,-0.12089017422328231,0
-0.13812924651875158,0.14110216996821076,-0.17847617305877903,0.9364258691550464,-0.22409669810405877,-0.13048103294580266,-0.12089017422328231,0
-0.12911186628204324,0.15216618755691974,-0.17530833282608035,1.0375419241377322,-0.2099998741659116,-0.10973216587514328,-0.12069292998103351,0
-0.09174689571452879,0.14323295190636182,-0.11532283573264002,1.0118460715441218,-0.13348271952631888,-0.014443971635611405,-0.12049522915489061,0
-0.12207077872977094,0.2111807866900653,-0.16582512489293338,0.9771471405095283,-0.25302983412701846,-0.16878227567377846,-0.11542075575592486,0
-0.1274300607279321,0.1977893750102686,-0.16781129210381007,0.999977576392426,-0.25905832769524084,-0.17432358139231502,-0.12089017422328231,0
-0.11253172677744162,0.18949816971876932,-0.12888211585368506,1.0197263679201463,-0.24629752117253154,-0.15780986665755561,-0.12089017422328231,0
-0.12599533913885103,0.19033917230277583,-0.1358145432331726,1.0252842192260012,-0.2916187968879811,-0.21673747410336291,-0.12089017422328231,0
-0.06271282416237646,0.15856860906342085,0.029585032630860385,1.1883695154258402,-0.24574725721897395,-0.1592698313107814,-0.1124223693234066,0
-0.11342748314232337,0.24062867598235504,-0.12390902109592734,1.179904603566635,-0.3195562352068074,-0.2596735548356437,-0.09784866800780576,0
-0.10231351373273961,0.34822000191892016,-0.15833752722861605,0.5571161318636261,-0.3025762968503728,-0.23315428028314691,-0.11358483191777108,0
-0.07918024789462787,0.23765562065219142,-0.050740403679178425,1.033901291279459,-0.2729561823943351,-0.19582734125788545,-0.1084067139748459,0
-0.1022636705244536,0.3367053921200645,-0.1675777292747297,1.0264358316435545,-0.3052297877103239,-0.2345705118448966,-0.12089017422328231,0
-0.10165775810129216,0.32214392935469377,-0.1607279796040818,1.2503980190344395,-0.3104013795200575,-0.24138169235882256,-0.12089017422328231,0
-0.11199780746738912,0.29302536087997283,-0.1579579027117745,1.2393191552066014,-0.3245504293355024,-0.25994179274614615,-0.12089017422328231,0
-0.08671154719075126,0.3214592361554318,-0.09646654358535113,0.6804171431683276,-0.3058216809863652,-0.2353477681524943,-0.12089017422328231,0
-0.10275459296043807,0.34079421687954364,-0.16170598149106294,1.004612856415234,-0.31834056437818614,-0.2518667010402139,-0.12089017422328231,0
-0.109185480247011,0.32763463688885147,-0.16322916711957114,0.6000237049565782,-0.3042874512286469,-0.23349867837852112,-0.12028154789245442,0
-0.09384180291602193,0.3858351927221189,-0.1625030027565577,0.8409445464184694,-0.3189131567865304,-0.25314651517457515,-0.11865793556505454,0
-0.09369454750599059,0.3842658356066425,-0.16443658775984035,0.8480256013531046,-0.314414730043778,-0.24854286184629432,-0.11386745734821554,0
-0.10285780914793911,0.3383644319719682,-0.16142004026139473,0.8617360356983833,-0.3081786575357163,-0.24858746462993045,-0.08360918610268207,0
-0.07746316832096448,0.39198481420741565,-0.15800729194293842,1.1675347806170335,-0.28546276621360406,-0.22398027041214089,-0.06441622553052766,0
-0.05290465678888305,0.4838549743010852,-0.14292910614051488,1.321389558927639,-0.31322488831751594,-0.24607020279357544,-0.1172123909563515,0
-0.07603541151479028,0.458090249698342,-0.15277210137523536,0.6070006502846197,-0.32284258638060764,-0.2577193565520433,-0.12089017422328231,0
-0.06154520436674829,0.40071217896099287,-0.09250310873620092,0.9114972242777196,-0.3070877800624497,-0.2402991741030523,-0.12089017422328231,0
-0.046832361063063696,0.4551848195085005,-0.0759560858402501,0.47265761393595174,-0.3022268943777992,-0.23062720334955722,-0.12089017422328231,0
-0.0630750402530102,0.4774624469426312,-0.14825920283742833,1.0364031252102213,-0.3229231012747751,-0.2579136706289427,-0.12049020673205557,0
-0.07269759853100882,0.4423162545511947,-0.14701047731057362,0.6155776801816953,-0.30160141380748123,-0.2298783983997664,-0.12062352922913115,0
-0.057250965599634274,0.4191909981770259,-0.09661600205654858,0.9373452370655826,-0.3049969473407047,-0.23473376548750902,-0.12089017422328231,0
-0.06962231522128903,0.47813570286983853,-0.147196417235877,0.43804197058663363,-0.31590808737578496,-0.24869468524908916,-0.12089017422328231,0
-0.027452213001728797,0.4888979943291101,-0.08943377522315508,1.2342866569924817,-0.2861855080191794,-0.21008979571552372,-0.12089017422328231,0
-0.051903670608789046,0.5286091106222938,-0.14347116484128056,0.6574489622674753,-0.3159005184080607,-0.24864362189512132,-0.12089017422328231,0
-0.04563967752486587,0.5527950378215155,-0.1431780903663961,0.5152080109939744,-0.3080984264778386,-0.2383977785577398,-0.12089017422328231,0
-0.04188772054524014,0.4375057923882777,-0.05047701709152728,0.492555362285414,-0.30071139781519857,-0.22871686239917008,-0.12089017422328231,0
-0.09743698121102934,0.3251802527691588,-0.1396394572537903,1.1753205775039963,-0.321643756505173,-0.25612483809748626,-0.12089017422328231,0
-0.07266187440643879,0.44200980827773473,-0.13587493804267012,0.5774703607958459,-0.3143964699091431,-0.24664730566262777,-0.12089017422328231,0
-0.07777999487401455,0.461917288008574,-0.14906104753540264,0.4672102789817119,-0.33070986604535535,-0.2680301783179532,-0.12089017422328231,0
-0.10887246774174329,0.3229852042547015,-0.15265993958616852,1.1380381265396209,-0.3446913578378033,-0.28639024950846864,-0.12089017422328231,0
-0.09821405198964067,0.38874915548000105,-0.1497487603099171,0.44796121356564195,-0.3339611161313341,-0.27229962137330604,-0.12089017422328231,0
-0.09955972385441225,0.33798536809816226,-0.14847204528754723,1.1562188672234128,-0.33003916089288465,-0.26714942864331126,-0.12089017422328231,0
-0.076589846137759,0.2898595058208907,-0.036158487936799176,0.5296520176441758,-0.30754466187670854,-0.2470431398371812,-0.08622495523194919,0
-0.07235002269832223,0.3833002030660422,-0.08618509154467234,0.3102626445121424,-0.3053753011148238,-0.2376448736306231,-0.11029423179303234,0
-0.10933946354257143,0.29866320982683164,-0.1441643124692931,1.0103356814053837,-0.3254937119381449,-0.2822188331837256,-0.04357499710069228,0
-0.08861385682410494,0.4137754498592262,-0.1318888126801654,0.4584042079501299,-0.3471947939126199,-0.3104726466285452,-0.04446944494922331,0
0.014691143503879494,0.5342022997449398,0.050756844111010155,0.4356234243411463,-0.3131564837717075,-0.2670645715368392,-0.03972873437684061,0
-0.09785650277734931,0.3928318077434507,-0.14609613114518885,0.300503570158663,-0.33316504995092944,-0.3025695054868257,-0.005807747132881429,0
-0.10543418658004308,0.37860683678368295,-0.1543406680304526,0.3319078325661256,-0.33897517880030537,-0.3136313685537951,0.006805382941477825,0
-0.11849900589568874,0.26747821676226624,-0.12271545933207825,0.5024329614217848,-0.3294400770975053,-0.2865972362425571,-0.04652909489548338,0
